 , , , , , , , , , , , , , , , , , , , , , , 
دیده بان بازار : 1405/03/17 - زمان آخرین معامله : 10:26:05,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
سدبير,س. تدبيرگران فارس وخوزستان,94,252149,7031369500,27100,27900,27900,800.00,2.95,27900,800.00,2.95,27550,27900,-563,-49.56,43,567285,27900,0,0,0
چفيبر,توليد فيبر ايران‌,78,1776276,9846707480,5390,5430,5550,160.00,2.97,5540,150.00,2.78,5430,5550,-11,-503.64,51,4624309,5550,0,0,0
طمخا3066,اختيارف اخابر-400-1405/03/20,0,0,0,3,0,5,2.00,66.67,3,0,0,0,0,,,0,0,0,11,1101,2
فجوش,جوش‌ و اكسيژن‌ ايران‌,11,296951,909263962,2973,3062,3062,89.00,2.99,2982,9.00,0.30,3062,3062,-10,-298.2,20,4323978,3062,0,0,0
شصدف09,مرابحه صنعتي دوده فام14090216,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
ضموج322,اختيارخ موج-20000-14050324,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,2,2940,0,0,0
گهردانه06,مرابحه گهردانه شرق 060715,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
زمرد,صندوق س.كالاي زمرد بيدار,0,0,0,24990,0,24970,-20.00,-0.08,24990,0,0,0,0,,,1,41,24956,25750,1300,1
طشنا4031,اختيارف شپنا-6500-1405/04/17,12,950,171200000,204,201,141,-63.00,-30.88,180,-24.00,-11.76,141,250,,,1,10,58,160,277,1
ضطعام405,اختيارخ طعام-15000-14050414,0,0,0,5409,0,5800,391.00,7.23,5409,0,0,0,0,,,1,1,1000,6500,10,1
طستر4033,اختيارف خگستر-3250-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طملي5033,اختيارف فملي-22000-1405/05/14,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,2501,0,0,0
لخزر,پارس‌ خزر,214,7245901,42363202330,5680,5850,5820,140.00,2.46,5850,170.00,2.99,5720,5850,1425,4.11,2,375213,5810,5820,179050,1
ضستر4028,اختيارخ خگستر-2200-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,9,150,0,0,0
ابتكار,صندوق س.پرتوابتكارهدف-س,24,432800,6485906760,14550,14986,14986,436.00,3.00,14986,436.00,3.00,14985,14986,,,19,4366803,14986,15395,5000,1
آواك,صنايع ارتباطي آوا,637,13355339,30702609515,2295,2340,2300,5.00,0.22,2299,4.00,0.17,2233,2345,371,6.2,1,20000,2301,2310,3986,2
كتوكا,توليدي و خدمات صنايع نسوز توكا,152,4603790,17421025889,3680,3790,3780,100.00,2.72,3784,104.00,2.83,3730,3790,552,6.86,3,161514,3756,3780,217253,1
طملت5035,اختيارف وبملت-1600-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,221,0,0,0
فيروزه,صندوق شاخص30 شركت فيروزه- سهام,245,7547666,173295894245,22296,22645,22964,668.00,3.00,22960,664.00,2.98,22645,22964,,,74,6673430,22964,23000,8828,1
رايكا,صندوق س نوع دوم رايكا- ثابت	,2,673,17008452,25244,25273,25272,28.00,0.11,25273,29.00,0.11,25272,25273,,,1,999723,25272,25273,499604,1
صفروس670,صكوك مرابحه فروس670-بدون ضامن,0,0,0,1075000,0,1075000,0,0,1075000,0,0,0,0,,,1,5000,1065000,1075000,5000,1
ضصاد5033,اختيارخ وبصادر-900-1405/05/20,3,2500,44000000,10,17,20,10.00,100.00,18,8.00,80.00,17,20,,,1,1000,2,20,500,1
سيمانيا,صندوق س.بخشي صنايع داريا-ب,4,2467,63966843,25174,25929,25929,755.00,3.00,25929,755.00,3.00,25929,25929,,,117,19896870,25929,0,0,0
ومعادنح,ح . توسعه‌معادن‌وفلزات‌,2182,187237629,199913271325,1080,1048,1079,-1.00,-0.09,1068,-12.00,-1.11,1048,1112,,,1,166869,1079,1080,504291,5
بالين تك08,مرابحه بالين تك080716,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
طصاد5025,اختيارف وبصادر-450-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,1100,1,49,200,1
طذوب5022,اختيارف ذوب-320-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ددام,داروسازي زاگرس فارمد پارس,34,1870572,12682478160,6590,6780,6780,190.00,2.88,6780,190.00,2.88,6780,6780,987,6.87,92,7362324,6780,0,0,0
طشنا4025,اختيارف شپنا-3750-1405/04/17,0,0,0,104,0,119,15.00,14.42,104,0,0,0,0,,,1,100,10,107,1,1
صكوثر701,صكوك مرابحه دكوثر701-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3000,888555,0,0,0
طملت3061,اختيارف وبملت-914-1405/03/20,20,10600,15073200,1,1,1,0,0,1,0,0,1,1,,,0,0,0,1,30030,33
دتوزيع,توزيع دارو پخش,61,7805542,24368902124,3032,3122,3122,90.00,2.97,3122,90.00,2.97,3122,3122,522,5.98,1321,362328981,3122,0,0,0
ولانا,شركت ليزينگ آريا دانا,6,4219,115389650,26600,27350,27350,750.00,2.82,27350,750.00,2.82,27350,27350,-53,-516.04,8,193829,27350,0,0,0
ضملت3058,اختيارخ وبملت-703-1405/03/20,115,17136,12429817182,474,410,519,45.00,9.49,510,36.00,7.59,410,547,,,1,400,517,519,818,1
رمپنا,گروه مپنا (سهامي عام),957,31475992,451661904490,13940,14340,14350,410.00,2.94,14350,410.00,2.94,14300,14350,3829,3.75,37,1972951,14350,14500,1000,1
سخزر,سيمان‌ خزر,833,30304368,160182137790,5140,5240,5290,150.00,2.92,5290,150.00,2.92,5220,5290,762,6.94,161,8181767,5290,5310,953,1
صمپنا62,صكوك اجاره مپنا62-3ماهه23%,0,0,0,811880,0,811880,0,0,811880,0,0,0,0,,,1,3750,787524,0,0,0
دانيك,ص.س.املاك ومستغلات نيك راي,543,8901212,123891943994,13549,13955,13928,379.00,2.80,13919,370.00,2.73,13652,13955,,,1,173127,13922,13927,52684,1
طخود6048,اختيارف خودرو-380-1405/06/04,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
اكتوور074,مرابحه اكتوور كو-تاك070612,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
وتوس,توسعه‌شهري‌توس‌گستر,43,849638,6015437040,6880,7080,7080,200.00,2.91,7080,200.00,2.91,7080,7080,395,17.92,27,1222675,7080,0,0,0
ضذوب5027,اختيارخ ذوب-450-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,1500,2,0,0,0
صنوين,صندوق سرمايه‌گذاري صنوين-مختلط,22,5992,2577741070,419422,429576,425251,"5,829.00",1.39,430197,"10,775.00",2.57,425251,430516,,,2,606,425251,430505,20,1
ضسپا5026,اختيارخ خساپا-500-1405/05/28,4,3100,355000000,99,150,110,11.00,11.11,115,16.00,16.16,110,150,,,1,200,102,114,1000,1
تابان26,اجاره تابان فردا ملت14070705,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,20000,990000,1000000,20000,1
ضوتعاون317,اختيارخ وتعاون-1700-14050331,0,0,0,490,0,490,0,0,490,0,0,0,0,,,1,32,350,490,20,1
طجوا6003,اختيارف جوانه.ك-14000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ثباغ,شهر سازي و خانه سازي باغميشه,174,6454033,32780307507,4935,5083,5082,147.00,2.98,5079,144.00,2.92,5010,5083,878,5.78,2,15000,5079,5082,225062,1
داريك2,صندوق س.اعتماد داريك-د,2,1701000,1701000,37048,1,1,"-37,047.00",-100.00,1,"-37,047.00",-100.00,1,1,,,0,0,0,0,0,0
ضملت5030,اختيارخ وبملت-1100-1405/05/20,235,89023,23728735000,228,269,260,32.00,14.04,267,39.00,17.11,259,269,,,2,1100,260,267,34,1
ضذوب3048,اختيارخ ذوب-360-1405/03/20,105,45597,2132628000,39,46,47,8.00,20.51,47,8.00,20.51,45,48,,,4,4000,46,48,2339,3
ضمخا3066,اختيارخ اخابر-400-1405/03/20,4,10,1418000,133,158,152,19.00,14.29,142,9.00,6.77,125,158,,,1,46,140,152,11,1
طجوا4005,اختيارف جوانه.ك-16000-05/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ددانا,داروسازي دانا,37,938655,6260828850,6480,6670,6670,190.00,2.93,6670,190.00,2.93,6670,6670,1383,4.82,1066,178567639,6670,0,0,0
ضخود5053,اختيارخ خودرو-550-1405/05/07,60,26370,1749813000,59,70,64,5.00,8.47,66,7.00,11.86,63,70,,,5,5000,63,64,883,2
صفولا51,صكوك اجاره فولاد51-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,8000,990000,1000000,8000,1
فروژ,صنايع فروآلياژ ايران,176,19560857,19540163243,970,978,999,29.00,2.99,999,29.00,2.99,978,999,-47,-21.26,1,250000,995,999,443139,7
آرمان موتور082,مرابحه آرمان موتور-كيميا080407,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
فاران05,مرابحه فاران شيمي 14050730,0,0,0,880390,0,880390,0,0,880390,0,0,0,0,,,1,5000,857380,0,0,0
طهمن3028,اختيارف خبهمن-1700-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضموج315,اختيارخ موج-38000-14050324,7,95,682116000,5337,6950,7500,"2,163.00",40.53,7180,"1,843.00",34.53,6949,7500,,,1,2,7255,7800,20,1
طجوا6007,اختيارف جوانه.ك-20000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ديبا,صندوق س اوراق دولتي صبا-ثابت,1,100,2404100,24013,24041,24041,28.00,0.12,24041,28.00,0.12,24041,24041,,,1,30000000,24040,24041,24999900,1
ضطعام400,اختيارخ طعام-10000-14050414,0,0,0,9550,0,9550,0,0,9550,0,0,0,0,,,3,21,1001,0,0,0
سآبيك,سيمان آبيك,138,2502805,151820151300,58900,60660,60660,"1,760.00",2.99,60660,"1,760.00",2.99,60660,60660,9860,6.15,1198,70052578,60660,61000,200,1
ضخود5048,اختيارخ خودرو-360-1405/05/07,2,15,3105000,185,209,206,21.00,11.35,207,22.00,11.89,209,209,,,1,10,171,206,10,1
طخود5051,اختيارف خودرو-450-1405/05/07,1,1,49000,35,49,49,14.00,40.00,49,14.00,40.00,49,49,,,1,2,2,49,199,1
بگيلان,توسعه مسير برق گيلان,322,81808,1603016740,19240,19210,19650,410.00,2.13,19590,350.00,1.82,19210,19800,2043,9.59,1,1288,19650,19660,1209,13
داريك,صندوق س.اعتماد داريك-د,64,579284,21486923701,37048,37092,37092,44.00,0.12,37092,44.00,0.12,37092,37093,,,14,101714644,37092,37093,4043737,5
كلور082,مرابحه كلور-برنا14080208,0,0,0,959870,0,959870,0,0,959870,0,0,0,0,,,1,5000,959860,0,0,0
طخود5053,اختيارف خودرو-550-1405/05/07,0,0,0,68,0,70,2.00,2.94,68,0,0,0,0,,,1,1,50,100,100,1
فالوم,آلومتك,167,3778071,23107204040,5950,5940,6120,170.00,2.86,6120,170.00,2.86,5940,6120,-127,-48.19,1,12450,6120,6270,5810,1
طسپا4029,اختيارف خساپا-650-1405/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
كاله06,اجاره سوليكو كاله14060511,0,0,0,902500,0,902500,0,0,902500,0,0,0,0,,,1,10000,902500,911520,5000,1
كارا,صندوق س. كارا -د,1943,89401062,3010066657009,33626,33669,33669,43.00,0.13,33669,43.00,0.13,33669,33670,,,4,199683712,33669,33670,51430379,35
شپترو,پتروشيمي آبادان,59,5908191,8537335995,1403,1445,1445,42.00,2.99,1423,20.00,1.43,1445,1445,-1656,-0.86,128,59957562,1445,1600,200000,1
ضملت4023,اختيارخ وبملت-1336-1405/04/24,213,57125,4965469002,51,60,61,10.00,19.61,61,10.00,19.61,55,66,,,1,100,61,62,1530,2
لوازم ماديران063,مرابحه ماديران-كيان060626,0,0,0,1080000,0,1080000,0,0,1080000,0,0,0,0,,,1,5000,1075000,1085000,5000,1
صفارس7,صكوك اجاره فارس7-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,2000,995000,1005000,2000,1
قثابت,قند ثابت‌ خراسان‌,128,14929694,41235814828,2682,2762,2762,80.00,2.98,2762,80.00,2.98,2762,2762,150,18.41,272,82678422,2762,0,0,0
تابان19,اجاره تابان فرداكاردان14070120,0,0,0,831290,0,831290,0,0,831290,0,0,0,0,,,1,5000,831290,0,0,0
كيانا,گروه مالي كيان,66,256754,3016859500,11410,11750,11750,340.00,2.98,11750,340.00,2.98,11750,11750,1313,8.95,97,7628039,11750,0,0,0
عقيق,صندوق سرمايه گذاري عقيق-سهام,107,2158068,45536065393,20821,20891,21320,499.00,2.40,21100,279.00,1.34,20891,21337,,,1,99,21227,21319,2000,1
طجوا4008,اختيارف جوانه.ك-22000-05/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
سپيد,سپيد ماكيان,72,1573777,32057837490,19780,20370,20370,590.00,2.98,20370,590.00,2.98,20370,20370,1776,11.47,1075,95637800,20370,0,0,0
ضذوب5022,اختيارخ ذوب-320-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,1100,1,0,0,0
طجار4032,اختيارف وتجارت-650-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
يكم,صندوق س. درسهام اطلس-س,2,1100,11540200,10188,10492,10491,303.00,2.97,10491,303.00,2.97,10491,10492,,,1,3800,10203,10475,7900,1
دقاضي,داروسازي شهيد قاضي,33,2104695,23467349250,10830,11150,11150,320.00,2.95,11150,320.00,2.95,11150,11150,1524,7.32,724,83769793,11150,0,0,0
طوتعاون323,اختيارف وتعاون-2600-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,9,150,0,0,0
عكرمان4,سلف استاندارد خودروي كرمان,0,0,0,1822193,0,1822193,0,0,1822193,0,0,0,0,,,1,50000,2075583,2115019,50000,1
محتشم,نساجي هديه البرز مشهد,1284,14514194,146184252980,10110,9850,10220,110.00,1.09,10070,-40.00,-0.40,9850,10340,1583,6.36,4,17206,10220,10250,490,1
وصنا,گروه‌صنايع‌بهشهرايران‌,0,0,0,2480,0,2516,36.00,1.45,2480,0,0,0,0,713,3.48,401,141355095,2554,2554,5825,2
طستا5043,اختيارف شستا-1600-1405/05/14,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,555,5,150,200,1
طموج326,اختيارف موج-28000-14050324	,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ونوين,بانك‌اقتصادنوين‌,2534,495984771,1470594846015,2879,2965,2965,86.00,2.99,2965,86.00,2.99,2965,2965,773,3.84,7231,2567530537,2965,0,0,0
وخاور,بانك خاورميانه,138,31829210,120441730640,3674,3784,3784,110.00,2.99,3784,110.00,2.99,3784,3784,753,5.03,353,110543785,3784,0,0,0
صفارس840,صكوك اجاره فارس840-بدون ضامن,0,0,0,912673,0,912673,0,0,912673,0,0,0,0,,,1,10400,912673,0,0,0
هانيكو08,مرابحه هامون نايزه 080901,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
صجم607,صكوك مرابحه جم607-6ماهه 18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,6000,990000,1000000,1410,1
ضخود4056,اختيارخ خودرو-400-1405/04/10,2113,773403,107228559000,122,131,143,21.00,17.21,139,17.00,13.93,131,146,,,2,1614,143,144,5412,8
طسپا4033,اختيارف خساپا-900-1405/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
نقرسا,صندوق س.كالاي پارسيان1,0,0,0,9908,0,9894,-14.00,-0.14,9908,0,0,0,0,,,1,20000,9539,10000,200000,2
ضمخا5014,اختيارخ اخابر-500-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,20,55,0,0,0
طمخا3063,اختيارف اخابر-340-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,15,10,1
ضجوا6004,اختيارخ جوانه.ك-15000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,2,2500,0,0,0
ضجوا6008,اختيارخ جوانه.ك-22000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وبانك,سرمايه گذاري گروه توسعه ملي,875,49045960,436852206590,8660,8800,8910,250.00,2.89,8910,250.00,2.89,8800,8910,1906,4.67,73,6250431,8910,8980,10000,1
زعف0510پ26,زعفران0510نگين بديعي(پ),0,0,0,2604728,0,2549999,"-54,729.00",-2.10,2604728,0,0,0,0,,,1,3,2453920,2800000,200,1
طهرم3030,اختيارف اهرم-50000-1405/03/27,1,1,12000000,20000,12000,12000,"-8,000.00",-40.00,12000,"-8,000.00",-40.00,12000,12000,,,2,41,9005,11500,100,1
طهرم3031,اختيارف اهرم-56000-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,3,1500,26000,10,1
طهرم4028,اختيارف اهرم-30000-1405/04/31,1508,39312,33242004000,1526,975,690,-836.00,-54.78,846,-680.00,-44.56,685,1159,,,2,11,686,705,92,1
طهرم4030,اختيارف اهرم-38000-1405/04/31,575,13980,43380482000,4832,3888,2767,"-2,065.00",-42.74,3103,"-1,729.00",-35.78,2749,3888,,,2,20,2733,2767,140,1
طهرم4031,اختيارف اهرم-42000-1405/04/31,233,6701,36908112000,6859,6210,5127,"-1,732.00",-25.25,5508,"-1,351.00",-19.70,5080,6210,,,1,40,5012,5127,58,3
طهرم4032,اختيارف اهرم-46000-1405/04/31,61,849,6973439000,9726,9220,7850,"-1,876.00",-19.29,8214,"-1,512.00",-15.55,7611,9220,,,1,1,7840,7850,90,2
طهرم3033,اختيارف اهرم-68000-1405/03/27,0,0,0,33000,0,33000,0,0,33000,0,0,0,0,,,1,1,25001,40000,10,1
طهمن3027,اختيارف خبهمن-1600-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طهمن3030,اختيارف خبهمن-1900-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
طملت3059,اختيارف وبملت-774-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,16691,17
طملت3060,اختيارف وبملت-844-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,8150,9
طملت3062,اختيارف وبملت-985-1405/03/20,1,1000,1422000,1,1,1,0,0,1,0,0,1,1,,,0,0,0,1,74310,82
طملت3063,اختيارف وبملت-1055-1405/03/20,1229,592284,882470448,4,2,1,-3.00,-75.00,1,-3.00,-75.00,1,2,,,0,0,0,1,99851,101
طملت3064,اختيارف وبملت-1125-1405/03/20,3110,1476572,8185175622,19,11,3,-16.00,-84.21,4,-15.00,-78.95,2,12,,,98,95441,3,4,132695,142
طملت3068,اختيارف وبملت-1407-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,80,0,0,0
طملت3069,اختيارف وبملت-1547-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,200,0,0,0
طملت3070,اختيارف وبملت-1688-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,300,0,0,0
طملت4013,اختيارف وبملت-633-1405/04/24,3,3,11376,3,3,2,-1.00,-33.33,3,0,0,2,3,,,36,32882,2,3,31989,33
طملت4014,اختيارف وبملت-703-1405/04/24,1,100,426600,3,3,3,0,0,3,0,0,3,3,,,3,2020,2,3,2380,3
طملت4015,اختيارف وبملت-774-1405/04/24,2,16,81054,8,3,12,4.00,50.00,4,-4.00,-50.00,3,12,,,1,18,3,11,100,1
طملت4017,اختيارف وبملت-914-1405/04/24,1,35,298620,8,6,6,-2.00,-25.00,6,-2.00,-25.00,6,6,,,1,1000,9,11,25,1
طملت4019,اختيارف وبملت-1055-1405/04/24,50,16707,511446474,39,30,21,-18.00,-46.15,22,-17.00,-43.59,20,30,,,13,8077,20,21,990,1
طملت4020,اختيارف وبملت-1125-1405/04/24,15,424,24441336,59,31,47,-12.00,-20.34,41,-18.00,-30.51,31,47,,,1,25,40,46,15,1
طملت4023,اختيارف وبملت-1336-1405/04/24,4,40,8105400,1,147,138,137.00,"13,700.00",142,141.00,"14,100.00",138,147,,,1,110,125,147,980,1
طملت4024,اختيارف وبملت-1407-1405/04/24,2,1000,282978000,210,199,199,-11.00,-5.24,199,-11.00,-5.24,199,199,,,1,1000,185,200,1000,1
طملت5025,اختيارف وبملت-700-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,999,3,40,200,1
طملت5028,اختيارف وبملت-900-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,444,4,70,200,1
طملت5031,اختيارف وبملت-1200-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,51,198,100,1
طملت5032,اختيارف وبملت-1300-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,101,200,100,1
طملت5036,اختيارف وبملت-1700-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,251,0,0,0
طصاد3058,اختيارف وبصادر-380-1405/03/20,105,104010,104010000,1,1,1,0,0,1,0,0,1,1,,,0,0,0,1,19990,20
طصاد3060,اختيارف وبصادر-450-1405/03/20,0,0,0,2,0,2,0,0,2,0,0,0,0,,,0,0,0,20,10,1
طصاد3063,اختيارف وبصادر-600-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طصاد3064,اختيارف وبصادر-650-1405/03/20,0,0,0,59,0,59,0,0,59,0,0,0,0,,,1,500,11,0,0,0
طصاد3065,اختيارف وبصادر-700-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,22,0,0,0
طصاد3066,اختيارف وبصادر-750-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,33,0,0,0
طصاد3067,اختيارف وبصادر-800-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,44,44,0,0,0
طصاد3068,اختيارف وبصادر-900-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,66,66,0,0,0
طصاد5021,اختيارف وبصادر-340-1405/05/20,0,0,0,9,0,13,4.00,44.44,9,0,0,0,0,,,2,1099,1,13,1000,1
طصاد5024,اختيارف وبصادر-400-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,1100,1,29,500,1
طصاد5026,اختيارف وبصادر-500-1405/05/20,0,0,0,89,0,89,0,0,89,0,0,0,0,,,3,2100,1,0,0,0
طصاد5028,اختيارف وبصادر-600-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,10,0,0,0
طصاد5031,اختيارف وبصادر-750-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,70,0,0,0
طصاد5032,اختيارف وبصادر-800-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,22,0,0,0
طجار4021,اختيارف وتجارت-280-1405/04/17,0,0,0,12,0,12,0,0,12,0,0,0,0,,,2,2000,1,11,1000,1
طجار4024,اختيارف وتجارت-340-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طجار4025,اختيارف وتجارت-360-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طجار4027,اختيارف وتجارت-400-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طجار4028,اختيارف وتجارت-450-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,999,3,0,0,0
طجار4031,اختيارف وتجارت-600-1405/04/17,2,8,720000,199,90,90,-109.00,-54.77,90,-109.00,-54.77,90,90,,,1,17,62,90,492,1
طستر4028,اختيارف خگستر-2200-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طستر4029,اختيارف خگستر-2400-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طستر4030,اختيارف خگستر-2600-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طستر4031,اختيارف خگستر-2800-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طستر4032,اختيارف خگستر-3000-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طستر4034,اختيارف خگستر-3500-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
طخود4056,اختيارف خودرو-400-1405/04/10,497,232217,436156000,3,3,3,0,0,2,-1.00,-33.33,1,3,,,5,4900,2,3,103804,106
طخود4060,اختيارف خودرو-600-1405/04/10,86,31762,2585049000,93,89,74,-19.00,-20.43,81,-12.00,-12.90,67,99,,,1,22,73,75,1125,2
طخود4061,اختيارف خودرو-650-1405/04/10,3,1010,121200000,142,120,120,-22.00,-15.49,120,-22.00,-15.49,120,120,,,1,1000,89,127,483,1
طخود4062,اختيارف خودرو-700-1405/04/10,0,0,0,164,0,164,0,0,164,0,0,0,0,,,1,25,20,0,0,0
طخود5047,اختيارف خودرو-340-1405/05/07,0,0,0,9,0,9,0,0,9,0,0,0,0,,,1,100,1,9,1000,1
طخود5049,اختيارف خودرو-380-1405/05/07,0,0,0,19,0,19,0,0,19,0,0,0,0,,,2,1100,1,29,1000,1
طخود5050,اختيارف خودرو-400-1405/05/07,6,602,4515000,9,5,10,1.00,11.11,7,-2.00,-22.22,5,10,,,1,300,7,29,100,1
طخود5052,اختيارف خودرو-500-1405/05/07,1,1,78000,50,78,78,28.00,56.00,78,28.00,56.00,78,78,,,1,250,20,78,152,1
طخود5054,اختيارف خودرو-600-1405/05/07,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,4,0,0,0
طخود5055,اختيارف خودرو-650-1405/05/07,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
طخود5057,اختيارف خودرو-750-1405/05/07,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,33,0,0,0
طخود5058,اختيارف خودرو-800-1405/05/07,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,33,0,0,0
طخود6046,اختيارف خودرو-340-1405/06/04,0,0,0,1,0,1,0,0,1,0,0,0,0,,,3,2100,1,0,0,0
طخود6047,اختيارف خودرو-360-1405/06/04,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طخود6050,اختيارف خودرو-450-1405/06/04,0,0,0,1,0,1,0,0,1,0,0,0,0,,,12,11100,1,0,0,0
