 , , , , , , , , , , , , , , , , , , , , , , 
دیده بان بازار : 1405/03/17 - زمان آخرین معامله : 10:26:05,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
طموج317,اختيارف موج-42000-14050324,0,0,0,3400,0,3400,0,0,3400,0,0,0,0,,,1,5,250,1365,100,1
طموج318,اختيارف موج-44000-14050324,1,1,500000,2537,500,500,"-2,037.00",-80.29,500,"-2,037.00",-80.29,500,500,,,1,99,511,2300,100,1
طموج320,اختيارف موج-48000-14050324,0,0,0,5509,0,8999,"3,490.00",63.35,5509,0,0,0,0,,,1,200,103,0,0,0
طموج321,اختيارف موج-50000-14050324,0,0,0,10125,0,10500,375.00,3.70,10125,0,0,0,0,,,1,100,3002,9500,50,1
طموج325,اختيارف موج-26000-14050324	,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ططعام401,اختيارف طعام-11000-14050414,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طوتعاون317,اختيارف وتعاون-1700-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طوتعاون318,اختيارف وتعاون-1800-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طوتعاون319,اختيارف وتعاون-1900-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طوتعاون320,اختيارف وتعاون-2000-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طوتعاون321,اختيارف وتعاون-2200-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طوتعاون324,اختيارف وتعاون-2800-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,100,0,0,0
طوتعاون325,اختيارف وتعاون-3000-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,100,0,0,0
طتوان331,اختيارف توان-24000-14050331,0,0,0,680,0,680,0,0,680,0,0,0,0,,,2,101,1,0,0,0
طتوان332,اختيارف توان-26000-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طتوان333,اختيارف توان-28000-14050331,0,0,0,1898,0,1898,0,0,1898,0,0,0,0,,,1,50,20,900,3,1
طتوان334,اختيارف توان-30000-14050331,0,0,0,600,0,600,0,0,600,0,0,0,0,,,1,50,20,0,0,0
طتوان335,اختيارف توان-32000-14050331,1,2,66000,1000,33,33,-967.00,-96.70,33,-967.00,-96.70,33,33,,,1,99,25,0,0,0
طتوان336,اختيارف توان-34000-14050331,0,0,0,150,0,150,0,0,150,0,0,0,0,,,1,50,70,400,150,1
طتوان337,اختيارف توان-36000-14050331,0,0,0,2290,0,2290,0,0,2290,0,0,0,0,,,1,20,100,600,150,1
طتوان339,اختيارف توان-40000-14050331,1,100,250000000,4900,2500,2500,"-2,400.00",-48.98,2500,"-2,400.00",-48.98,2500,2500,,,1,100,1400,2350,100,1
طتوان340,اختيارف توان-42000-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,50,201,3800,100,1
طهرم3022,اختيارف اهرم-24000-1405/03/27,273,31929,1576499000,130,70,37,-93.00,-71.54,49,-81.00,-62.31,37,100,,,3,1148,37,41,806,1
طهرم3023,اختيارف اهرم-26000-1405/03/27,171,26869,1840009000,136,99,53,-83.00,-61.03,68,-68.00,-50.00,53,99,,,1,500,41,70,510,6
طهرم3024,اختيارف اهرم-28000-1405/03/27,113,7186,483059000,52,52,44,-8.00,-15.38,67,15.00,28.85,42,144,,,1,16,44,56,580,2
طهرم3025,اختيارف اهرم-30000-1405/03/27,233,11680,1301356000,73,200,73,0,0,111,38.00,52.05,73,200,,,1,62,73,80,500,1
طهرم3026,اختيارف اهرم-34000-1405/03/27,429,36827,17462848000,500,480,399,-101.00,-20.20,474,-26.00,-5.20,337,850,,,1,5,365,404,5,1
ضخود4061,اختيارخ خودرو-650-1405/04/10,826,417997,3385623000,8,7,8,0,0,8,0,0,7,9,,,136,133378,7,8,44227,48
ايرتور07,اجاره ايران اپراتور14071015,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
سدور,سيمان‌ دورود,166,2221843,37853773760,16550,17030,17040,490.00,2.96,17040,490.00,2.96,16760,17040,-1083,-15.73,44,579391,17040,0,0,0
فنر,پارس فنر,112,6013495,18353186740,2964,3052,3052,88.00,2.97,3052,88.00,2.97,3052,3052,469,6.51,41,5455546,3052,3077,3540,4
داراب,پتروشيمي داراب,28,1444707,981071416,669,660,682,13.00,1.94,679,10.00,1.49,660,682,213,3.19,2,231689,682,689,30000,1
كگهر072,اجاره گهرزمين سپهر14070822	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,50000,990000,1000000,50000,1
طخود4059,اختيارف خودرو-550-1405/04/10,343,80192,3776239000,58,51,47,-11.00,-18.97,47,-11.00,-18.97,43,52,,,4,2179,45,47,750,2
ثمين2,صندوق س. ثروت افزون ثمين-س,1,100000,100000,47349,1,1,"-47,348.00",-100.00,1,"-47,348.00",-100.00,1,1,,,0,0,0,0,0,0
طملي5027,اختيارف فملي-13000-1405/05/14,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,290,20,1
شارپيلن,پتروشيمي ارغوان گسترايلام,8,73102,221425958,2941,3029,3029,88.00,2.99,2942,1.00,0.03,3029,3029,0,,52,8348576,3029,0,0,0
طخود5048,اختيارف خودرو-360-1405/05/07,0,0,0,39,0,39,0,0,39,0,0,0,0,,,2,190,1,19,1000,1
صصيكو810,صكوك اجاره تاصيكو810-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,970000,0,0,0
ركيش,كارت اعتباري ايران كيش,98,4444042,7755919694,1696,1744,1746,50.00,2.95,1745,49.00,2.89,1742,1746,126,13.85,2,64745,1746,1757,4000,1
ضملت5026,اختيارخ وبملت-750-1405/05/20,1,8,4008000,494,501,501,7.00,1.42,501,7.00,1.42,501,501,,,1,42,501,600,1,1
سجام,مجتمع سيمان غرب آسيا,36,1660266,10293649200,6020,6200,6200,180.00,2.99,6200,180.00,2.99,6200,6200,1272,4.87,475,58911509,6200,0,0,0
وبوعلي,سرمايه‌گذاري‌بوعلي‌,98,3425196,8923138327,2531,2595,2606,75.00,2.96,2605,74.00,2.92,2540,2606,687,3.79,13,2365818,2606,0,0,0
كمينا07,مرابحه شيشه سازي مينا070516	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,0,0,0
كاسپين,داروسازي كاسپين تامين,61,697767,14248402140,19830,20420,20420,590.00,2.98,20420,590.00,2.98,20420,20420,2747,7.43,521,29124302,20420,0,0,0
سيمرغ,سيمرغ,195,18677319,55067386192,2865,2940,2950,85.00,2.97,2948,83.00,2.90,2930,2950,312,9.45,168,26539847,2950,0,0,0
الماس,صندوق س.امين تدبيرگران فردا-س,40,175981,5724146275,32374,33327,32359,-15.00,-0.05,32527,153.00,0.47,32354,33345,,,1,506421,32358,32359,25000,1
حفاري,حفاري شمال,0,0,0,4230,0,4248,18.00,0.43,4230,0,0,0,0,2541,1.66,424,81822421,4356,4356,1796070,20
شپلي,پلي اكريل ايران,213,24809244,86807544756,3398,3499,3499,101.00,2.97,3444,46.00,1.35,3499,3499,103,33.44,330,72665790,3499,0,0,0
مشهد62,مشاركت ش مشهد62-3ماهه20.5%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,4300,1000000,1010000,4290,1
صفروس607,صكوك مرابحه فروس607-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,2250,1000000,1010000,2250,1
صرمد62,صكوك اجاره سرمد62-3ماهه23%,0,0,0,929575,0,929575,0,0,929575,0,0,0,0,,,1,5000,929575,938875,5000,1
طهرم4024,اختيارف اهرم-22000-1405/04/31,20,1037,155689000,221,70,151,-70.00,-31.67,150,-71.00,-32.13,70,200,,,1,358,151,197,170,1
ضسپا5025,اختيارخ خساپا-450-1405/05/28,1,100,14900000,160,149,149,-11.00,-6.88,149,-11.00,-6.88,149,149,,,2,35,105,149,400,1
تخت گاز,صندوق س.بخشي صنايع معيار-ب,167,7969057,82553451914,10063,10357,10364,301.00,2.99,10359,296.00,2.94,10223,10364,,,1,485,10360,10364,144902,1
ناب,صندوق س.پشتوانه طلا نهايت نگر,0,0,0,60758,0,60750,-8.00,-0.01,60758,0,0,0,0,,,1,1024,60580,61197,500,1
اراد190,مرابحه عام دولت190-ش.خ050928,0,0,0,935000,0,935000,0,0,935000,0,0,0,0,,,0,0,0,994450,100000,1
لبوتان,گروه‌صنعتي‌بوتان‌,22,2028602,6217665130,2976,3065,3065,89.00,2.99,3065,89.00,2.99,3065,3065,424,7.23,38,5079890,3065,0,0,0
نقرفام,صندوق س.كالاي تابان تمدن1,0,0,0,9747,0,9648,-99.00,-1.02,9747,0,0,0,0,,,3,6110,9600,9990,1999,1
ثفارس,عمران‌وتوسعه‌فارس‌,2187,29224147,402209022740,13370,13740,13770,400.00,2.99,13760,390.00,2.92,13710,13770,367,37.49,1,2415,13770,14150,67839,1
شسينا,صنايع‌شيميايي‌سينا,106,6856055,20650437660,2925,3012,3012,87.00,2.97,3012,87.00,2.97,3012,3012,526,5.73,50,6441963,3012,0,0,0
ضذوب5030,اختيارخ ذوب-600-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,49,1000,1
غگرجي,بيسكويت‌  گرجي‌,65,3025868,6466800207,2076,2138,2138,62.00,2.99,2137,61.00,2.94,2099,2138,-19,-112.47,36,5040109,2138,0,0,0
نيلي,صندوق س. نوع دوم نيلي دماوند-د,8,112000,1122476000,10011,10023,10022,11.00,0.11,10022,11.00,0.11,10022,10023,,,1,99903355,10022,10023,4988000,1
طستا4046,اختيارف شستا-2200-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,10,250,485,1000,1
طعام,صندوق س.بخشي بازده صنايع2-ب,71,3707699,75472683615,19765,20350,20357,592.00,3.00,20356,591.00,2.99,20110,20357,,,25,5356173,20357,0,0,0
مرواريد,صندوق س. مرواريد آتا-س,3,4905,68168210,13494,13898,13898,404.00,2.99,13898,404.00,2.99,13896,13898,,,1,100,13494,13898,32158,3
مختلط,صندوق س.مختلط كاريزما-م,278,4743409,208799143441,43854,44111,44120,266.00,0.61,44019,165.00,0.38,43890,44120,,,3,3819,44111,44120,1887504,4
ارمغان,ص سرمايه گذاري ارمغان ايرانيان,55,3077020,30846379683,10012,10024,10024,12.00,0.12,10025,13.00,0.13,10024,10025,,,1,400000000,10024,10025,50024676,2
تفارس,تامين سرمايه خليج فارس,93,8788669,11880951926,1314,1314,1353,39.00,2.97,1352,38.00,2.89,1314,1353,393,3.44,11,2914630,1353,1360,100000,1
غشان,شيرپاستوريزه‌پگاه‌خراسان‌,179,8416774,52773172980,6090,6270,6270,180.00,2.96,6270,180.00,2.96,6270,6270,983,6.38,63,6800884,6270,0,0,0
گلريز05,اجاره گلريز پليمر قم14051026,0,0,0,867800,0,867800,0,0,867800,0,0,0,0,,,1,10000,859750,0,0,0
طراز4004,اختيارف هم تراز-12000-05/04/02,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضستا4037,اختيارخ شستا-1200-1405/04/10,1,2,1300000,565,650,650,85.00,15.04,650,85.00,15.04,650,650,,,1,15,605,649,50,1
طصاد3061,اختيارف وبصادر-500-1405/03/20,0,0,0,1,0,2,1.00,100.00,1,0,0,0,0,,,0,0,0,2,100,1
ضتوان334,اختيارخ توان-30000-14050331,0,0,0,9850,0,9850,0,0,9850,0,0,0,0,,,1,78,10217,12000,2,1
صفولا051,صكوك اجاره فولاد051-بدون ضامن	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
پارس ميكا06,مرابحه پارس ميكاكيش060708,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,970000,0,0,0
وپارس,بانك‌پارسيان‌,830,134597875,222086493750,1602,1650,1650,48.00,3.00,1650,48.00,3.00,1650,1650,98,16.84,575,193305095,1650,0,0,0
طخود4064,اختيارف خودرو-800-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,55,55,0,0,0
نيواد07,مرابحه نيوادفارمد سلامت070409	,0,0,0,1001470,0,1001470,0,0,1001470,0,0,0,0,,,1,5000,951400,0,0,0
دشيمي,شيمي‌ داروئي‌ داروپخش‌,22,370602,7456512240,19540,20120,20120,580.00,2.97,20120,580.00,2.97,20120,20120,2073,9.71,55,3945755,20120,0,0,0
غپاك,لبنيات‌ پاك‌,570,51175022,89144150486,1692,1742,1741,49.00,2.90,1742,50.00,2.96,1722,1742,210,8.3,6,449504,1741,1742,1012317,3
ضمخا3070,اختيارخ اخابر-600-1405/03/20,42,41900,42900000,1,2,1,0,0,1,0,0,1,2,,,0,0,0,1,57000,57
عاليس,بهار رز عاليس چناران,155,15474651,66958814877,4201,4327,4327,126.00,3.00,4327,126.00,3.00,4327,4327,671,6.45,134,21095531,4327,0,0,0
صپويا62,صكوك مرابحه بپويا62-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
مهد06,اجاره مهد س.خاورميانه14060715	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,997000,1005000,5000,1
يلدا,صندوق س.مشترك سبحان-سهام,69,7346615,140315096500,18544,19000,19100,556.00,3.00,19099,555.00,2.99,19000,19100,,,49,1684831,19100,0,0,0
نادي08,مرابحه ستاره نادي080514,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
طموج319,اختيارف موج-46000-14050324,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,33,0,0,0
ضصاد3067,اختيارخ وبصادر-800-1405/03/20,0,0,0,5,0,5,0,0,5,0,0,0,0,,,0,0,0,1,1000,1
بركت,گروه دارويي بركت,257,22191330,64576770300,2826,2910,2910,84.00,2.97,2910,84.00,2.97,2910,2910,31,93.87,973,92500139,2910,2956,8288,4
دتماد,توليدمواداوليه‌داروپخش‌,21,352386,9482707260,26130,26910,26910,780.00,2.99,26910,780.00,2.99,26910,26910,4448,6.05,563,45843660,26910,0,0,0
كمند,صندوق س. با درآمد ثابت كمند,903,61492846,616055338669,10008,10018,10018,10.00,0.10,10018,10.00,0.10,10018,10019,,,2,198234056,10018,10019,50005102,3
صعبيد711,صكوك مرابحه دعبيد711-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,0,0,0
طستا5048,اختيارف شستا-2200-1405/05/14,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,12,550,100,1
صشاد709,صكوك مرابحه شادگان709-3ماهه23%,0,0,0,967000,0,967000,0,0,967000,0,0,0,0,,,1,12500,1000000,0,0,0
طستا4039,اختيارف شستا-1400-1405/04/10,30,2914,18629000,8,10,8,0,0,6,-2.00,-25.00,5,10,,,1,275,7,8,6980,7
كرمان5123,مرابحه كرمان موتور-تاك051223,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
سپاها,سيمان‌سپاهان‌,295,11666753,163917879650,13650,14050,14050,400.00,2.93,14050,400.00,2.93,14050,14050,2431,5.78,645,41373557,14050,0,0,0
بانكا2,صندوق س صنايع آگاه4-بخشي,1,1000000,1000000,13703,1,1,"-13,702.00",-99.99,1,"-13,702.00",-99.99,1,1,,,0,0,0,0,0,0
اخزا212,اسناد خزانه-م12بودجه02-050916,7,6185,5207550430,845140,840010,845550,410.00,0.05,841960,"-3,180.00",-0.38,840010,846000,,,3,2030,844070,849840,762,2
واميدح,ح.گروه مديريت سرمايه گذار اميد,0,0,0,2595,0,2653,58.00,2.24,2595,0,0,0,0,,,2,23489,4500,4500,1000000,3
قشرين,قند شيرين خراسان,54,6340994,16473902412,2523,2598,2598,75.00,2.97,2598,75.00,2.97,2598,2598,-32,-81.19,73,24374726,2598,0,0,0
آفرين,صندوق س رشدآفرين سرمايه-مختلط,21,176446,2689376824,14813,15257,15222,409.00,2.76,15242,429.00,2.90,15000,15257,,,1,15000,15170,15220,2000,1
آفاق,صندوق س نوع دوم افق آتي-ثابت,115,15899821,171498860663,10772,10786,10787,15.00,0.14,10786,14.00,0.13,10786,10787,,,15,500569900,10786,10787,36723892,37
ضملي5026,اختيارخ فملي-12000-1405/05/14,29,223,1967089000,8133,8500,8900,767.00,9.43,8821,688.00,8.46,8500,9400,,,1,20,8805,9000,20,1
بانكا,صندوق س صنايع آگاه4-بخشي,89,3892576,54939817664,13703,14114,14114,411.00,3.00,14114,411.00,3.00,14114,14114,,,84,20935026,14114,20000,3000,1
وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,2448,40403285,605658085280,14580,14820,15000,420.00,2.88,14990,410.00,2.81,14750,15010,2979,5.03,9,30184,14990,15010,337920,10
بذر,صندوق س بذر اميد آفرين-سهام,6,3994,1038715025,258933,266697,260000,"1,067.00",0.41,260069,"1,136.00",0.44,260000,266697,,,1,4,259010,265799,116,2
ضمخا5019,اختيارخ اخابر-750-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
صگستر906,صكوك اجاره ارغوان906-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,12500,995000,1004950,12500,1
ترام چاپ06,مرابحه ترام چاپ061109,0,0,0,840230,0,840230,0,0,840230,0,0,0,0,,,1,5000,815030,0,0,0
طسپا3051,اختيارف خساپا-340-1405/03/27,0,0,0,1,0,3,2.00,200.00,1,0,0,0,0,,,0,0,0,1,11000,11
هوشمند,صندوق س شاخصي شفق رابين,48,1660410,20932889405,12319,12420,12688,369.00,3.00,12607,288.00,2.34,12420,12688,,,3,572467,12688,0,0,0
طهرم4027,اختيارف اهرم-28000-1405/04/31,631,39973,18903441000,822,650,372,-450.00,-54.74,473,-349.00,-42.46,360,650,,,1,900,373,424,1043,2
ضجوا4000,اختيارخ جوانه.ك-11000-05/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,1000,50,0,0,0
ضجار4022,اختيارخ وتجارت-300-1405/04/17,0,0,0,248,0,236,-12.00,-4.84,248,0,0,0,0,,,2,60,233,250,1,1
طملت5033,اختيارف وبملت-1400-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,131,250,100,1
تداوم,صندوق تداوم اطمينان تمدن-ثابت,295,49811484,1195988035881,23977,24010,24010,33.00,0.14,24010,33.00,0.14,24010,24011,,,1,499961725,24010,24011,149560027,21
ضملت4013,اختيارخ وبملت-633-1405/04/24,222,31306,27014553072,578,600,610,32.00,5.54,607,29.00,5.02,586,616,,,3,396,610,613,110,2
طذوب4015,اختيارف ذوب-380-1405/04/17,5,2700,11800000,49,5,4,-45.00,-91.84,4,-45.00,-91.84,4,5,,,1,4,4,35,444,1
قرن,پديده شيمي قرن,225,5221961,71024984070,13220,13420,13610,390.00,2.95,13600,380.00,2.87,13420,13610,1314,10.35,46,2175666,13610,0,0,0
عسبلان,سلف موازي آرتا جوجه سبلان,0,0,0,3319951,0,3319951,0,0,3319951,0,0,0,0,,,1,12500,3283448,3349117,12500,1
ثروين,صندوق س.موج گستر ثروت-س,19,70481,734322754,10279,10479,10420,141.00,1.37,10419,140.00,1.36,10370,10480,,,1,19306,10420,10430,10000,1
وثخوز,سرمايه گذاري و توسعه خوزستان,108,2356264,14491483060,6150,5970,6070,-80.00,-1.30,6150,0,0,5970,6330,-104,-59.13,1,4912,6100,6180,21800,1
اركيده2,صندوق سرمايه گذاري اركيده-ثابت,1,50000000,50000000,17739,1,1,"-17,738.00",-99.99,1,"-17,738.00",-99.99,1,1,,,0,0,0,0,0,0
قصفها,قنداصفهان‌,276,26479410,41049020441,1508,1521,1553,45.00,2.98,1550,42.00,2.79,1520,1553,188,8.24,31,3099026,1553,0,0,0
وكغدير,بين المللي توسعه ص. معادن غدير,177,7223067,23792257450,3200,3280,3296,96.00,3.00,3294,94.00,2.94,3250,3296,193,17.07,27,4300863,3296,3365,4500,2
ططعام410,اختيارف طعام-20000-14050414,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
طسپا3055,اختيارف خساپا-450-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وبازار,صندوق س شاخصي بازارآشنا,49,332284,12617966023,36904,37800,38011,"1,107.00",3.00,37973,"1,069.00",2.90,37800,38011,,,9,1144502,38011,0,0,0
صفارس07,صكوك اجاره فارس07-بدون ضامن,0,0,0,1081500,0,1081500,0,0,1081500,0,0,0,0,,,1,5000,1076090,1086910,5000,1
